author,name,aff
https://dblp.org/pid/130/0932,Alessandro Umbrico,"Roma Tre University, Rome, Italy"
https://dblp.org/pid/131/5663,Barna Iantovics,"Petru Maior University, Department of Computer Science, Tirgu Mures, Romania"
https://dblp.org/pid/136/8382,Chris Martens 0001,"Northeastern University, Khoury College of Computer Sciences, Boston, MA, USA"
https://dblp.org/pid/136/9351-2,Shubham Sharma 0002,"University of Texas at Austin, TX, USA"
https://dblp.org/pid/138/4653,Joseph C. Osborn,"University of California, Santa Cruz, CA, USA"
https://dblp.org/pid/14/1342-1,Mohit Kumar 0001,"University of Rostock, Center for Life Science Automation, Germany"
https://dblp.org/pid/14/1525-3,Hao Dong 0003,"Peking University, Beijing, China"
https://dblp.org/pid/14/3197,Carsten Schulte,"Free University of Berlin, Germany"
https://dblp.org/pid/14/3693,Guang-Zhong Yang,"Imperial College London, UK"
https://dblp.org/pid/14/374-1,Fei-Yue Wang 0001,"Chinese Academy of Sciences, Institute of Automation, State Key Laboratory of Management and Control for Complex Systems, Beijing, China"
https://dblp.org/pid/14/5230,Sudhakar Yalamanchili,"Georgia Institute of Technology, Atlanta, USA"
https://dblp.org/pid/14/6370-2,Xin Peng 0002,"Hunan Institute of Science and Technology, Yueyang, China"
https://dblp.org/pid/14/7647,Mario Alberto Ibarra-Manzano,"Universidad de Guanajuato, Mexico"
https://dblp.org/pid/142/8850,Alberto A. Pinto,"University of Porto, Mathematics Department, Portugal"
https://dblp.org/pid/142/9212-1,Awais Ahmad 0001,"Air University, Department of Computer Science, Islamabad, Pakistan"
https://dblp.org/pid/143/2376-1,Lukas Reuter 0001,"University of Trier, Germany"
https://dblp.org/pid/144/7602,Daniel J. Fremont,"University of California, Santa Cruz, CA, USA"
https://dblp.org/pid/147/7046,Aderemi Aaron-Anthony Atayero,"Covenant University, Department of Electrical Engineering and Information Engineering, Canaanland, Nigeria"
https://dblp.org/pid/147/8764,Jon Arambarri Basanez,"Virtual Ware Labs Foundation, Bilbao, Spain"
https://dblp.org/pid/148/7203,Seán Ó hÉigeartaigh,"University of Cambridge, Centre for the Study of Existential Risk, UK"
https://dblp.org/pid/149/4839,Rigoberto Burgueño,"Michigan State University, East Lansing, MI, USA"
https://dblp.org/pid/15/1123,Mohsen Guizani,"Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), Doha, Qatar"
https://dblp.org/pid/15/1215,Reza Tavakkoli-Moghaddam,"University of Tehran, Iran"
https://dblp.org/pid/15/366,Georg Langs,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA"
https://dblp.org/pid/150/4909,Harold D. de Mello Jr.,"Rio de Janeiro State University, Department of Electrical Engineering, Brazil"
https://dblp.org/pid/150/5010,Amir Zadeh 0001,"Carnegie Mellon University, Language Technologies Institute, Pittsburgh, PA, USA"
https://dblp.org/pid/152/2648,Aleksandr Ometov,"Tampere University of Technology, Finland"
https://dblp.org/pid/154/3517,Adnan M. Abu-Mahfouz,"University of Pretoria, South Africa"
https://dblp.org/pid/159/0628,Benteng He,"Zhejiang University, Department of Electrical Engineering, Hangzhou, China"
https://dblp.org/pid/159/2187,Khan Muhammad 0001,"Sungkyunkwan University, College of Computing and Informatics, VIS2KNOW Lab, Seoul, South Korea"
https://dblp.org/pid/16/1155,Jane Huffman Hayes,"University of Kentucky, Lexington, KY, USA"
https://dblp.org/pid/160/4847,Giorgio Mario Grasso,"Università degli Studi di Messina, Italy"
https://dblp.org/pid/160/5586-1,U. Venkanna 0001,"DSPM-IIIT, Department of Computer Science and Engineering, Naya Raipur, India"
https://dblp.org/pid/164/2761,Mohamed A. Moustafa Hassan,"Cairo University, Giza, Egypt"
https://dblp.org/pid/164/8733,Meisong Tong,"Tongji University, Shanghai Institute of Intelligent Science and Technology, China"
https://dblp.org/pid/164/9035,Diego Perez Liebana,"Queen Mary University of London, UK"
https://dblp.org/pid/169/2718,Vijay Kumar Devabhaktuni,"Purdue University Northwest, Hammond,IN, USA"
https://dblp.org/pid/169/4688,Markus Wenzel 0002,"Fraunhofer-Institut für Nachrichtentechnik, Heinrich-Hertz-Institut, Berlin, Germany"
https://dblp.org/pid/17/525,Iyad Rahwan,"Max-Planck-Institut für Bildungsforschung, Berlin, Germany"
https://dblp.org/pid/170/5456,Yi Chen 0020,"Newcastle University, School of Engineering, Newcastle upon Tyne, UK"
https://dblp.org/pid/171/5710,Daniel T. Ramotsoela,"University of Pretoria, Department of Electrical, Electronic and Computer Engineering, South Africa"
https://dblp.org/pid/172/0864,M. Hadi Amini,"Carnegie Mellon University, Pittsburgh, PA, USA"
https://dblp.org/pid/174/9301,Christian Rathgeber,"BMW Group, Munich, Germany"
https://dblp.org/pid/175/9938-2,Alexander S. Rich,"New York University, Department of Psychology, NY, USA"
https://dblp.org/pid/179/2203,Sharada P. Mohanty,"École Polytechnique Fédérale de Lausanne (EPFL), Switzerland"
https://dblp.org/pid/18/10044,Omar Saeed Al-Mushayt,"Jazan University, Saudi Arabia"
https://dblp.org/pid/18/2679,Rolf Ingold,"University of Fribourg, Switzerland"
https://dblp.org/pid/18/3784,Fadi M. Al-Turjman,"Near East University, Mersin, North Cyprus"
https://dblp.org/pid/18/5025,Alexandra Kirsch,"University of Tübingen, Department of Computer Science, Germany"
https://dblp.org/pid/18/6404-1,Abhishek Gupta 0001,"Nanyang Technological University, Singapore"
https://dblp.org/pid/181/2008,João Paulo Teixeira 0002,"Polytechnic Institute of Bragança, Portugal"
https://dblp.org/pid/182/1971,Kory W. Mathewson,"DeepMind, London, UK"
https://dblp.org/pid/183/0107-7,Peter Robinson 0007,"ConsenSys, Protocol Engineering Group and Systems (PegaSys), Brisbane, Australia"
https://dblp.org/pid/183/0735,Gal Oren 0001,"Technion - Israel Institute of Technology, Haifa, Israel"
https://dblp.org/pid/183/2625,Zhenjiang Zhang,"Beijing Jiaotong University, China"
https://dblp.org/pid/183/4424,Alexander Serb,"University of Southampton, UK"
https://dblp.org/pid/184/3898,Tu Lam Thanh,"CentraleSupélec, Gif-sur-Yvette, France"
https://dblp.org/pid/184/7883,Sebastian Lapuschkin,"Fraunhofer Heinrich Hertz Institute, Berlin, Germany"
https://dblp.org/pid/185/6602-3,Yejin Lee 0003,"Korea University of Science and Technology, Daejeon, Korea"
https://dblp.org/pid/188/1606-1,Niklas Kühl 0001,"University of Bayreuth, Germany"
https://dblp.org/pid/19/1038,Sriraam Natarajan,"University of Texas at Dallas, Center for Machine Learning, TX, USA"
https://dblp.org/pid/19/3059,Nei Kato,"Tohoku University, Miyagi, Japan"
https://dblp.org/pid/19/6687,Rayid Ghani,"University of Chicago, IL, USA"
https://dblp.org/pid/19/8725,Andreas Vogelsang,"University of Cologne, Germany"
https://dblp.org/pid/191/9184,Athanasios I. Kyritsis,"University of Geneva, Switzerland"
https://dblp.org/pid/194/7739,Daniel Yue Zhang,"University of Notre Dame, IN, USA"
https://dblp.org/pid/195/5342,Mohamed Abdel-Basset,"Zagazig University, Department of Operations Research, Egypt"
https://dblp.org/pid/195/7913-2,Junyoung Jang 0002,"Yonsei University, Seoul, South Korea"
https://dblp.org/pid/198/1678,Raluca D. Gaina,"Queen Mary University of London, UK"
https://dblp.org/pid/198/5310,Anna-Sophie Ulfert-Blank,"Eindhoven University of Technology, The Netherlands"
https://dblp.org/pid/198/5339,Conny H. Antoni,"University of Trier, Germany"
https://dblp.org/pid/198/8594,Supreeth P. Shashikumar,"University of California San Diego, La Jolla, CA, USA"
https://dblp.org/pid/199/3227,Marguerite Barry,"University College Dublin, Ireland"
https://dblp.org/pid/20/1380,Onn Shehory,"Thomas J. Watson Research Center, Yorktown Heights, USA"
https://dblp.org/pid/20/1488,Ruth M. J. Byrne,"Trinity College, University of Dublin, Ireland"
https://dblp.org/pid/20/241-3,Muhammad Usman 0003,"Hamad Bin Khalifa University, College of Science and Engineering, College of Science and Engineering, Doha, Katar"
https://dblp.org/pid/20/3591,Peer-Timo Bremer,"Lawrence Livermore National Laboratory, Livermore, CA, USA"
https://dblp.org/pid/20/3894-1,Jun Wu 0001,"Shanghai Jiao Tong University, Shanghai Key Laboratory of Integrated Administration Technologies for Information Security, China"
https://dblp.org/pid/20/4152-8,Ke Zhang 0008,"University of Electronic Science and Technology of China, School of Communication and Information Engineering, Chengdu, China"
https://dblp.org/pid/20/4565,Manuel Wimmer,"Johannes Kepler University Linz, Austria"
https://dblp.org/pid/20/6534-11,Lei Ma 0011,"Beijing Polytechnic, Beijing, China"
https://dblp.org/pid/200/5947,Daniel da S. Souza,"Federal University of Pará, Belém, Federal University of Pará, Belém, Brazil, Brazil"
https://dblp.org/pid/201/6631,Arunkumar N.,"SASTRA University, Tamil Nadu, India"
https://dblp.org/pid/201/9826,Kacper Sokol,"University of Bristol, Intelligent Systems Laboratory, UK"
https://dblp.org/pid/202/7079,Muhammed Kürsad Uçar,"Sakarya University, Esentepe, Turkey"
https://dblp.org/pid/204/8526,Ataollah Shirzadi,"University of Kurdistan, Faculty of Natural Resources, Sanandaj, Iran"
https://dblp.org/pid/205/0582,Rafael Ferreira Leite de Mello,"Rural Federal University of Pernambuco, Recife, Brazil"
https://dblp.org/pid/205/4703,Sheikh K. Ghafoor,"Tennessee Tech, Department of Computer Science, Cookeville, TN, USA"
https://dblp.org/pid/208/3908,Johnny Chhor,"Ruhr University Bochum, Germany"
https://dblp.org/pid/21/2715-31,Lei Liu 0031,"Xidian University, State Key Laboratory of Integrated Service Networks, Xi'an, China"
https://dblp.org/pid/21/3047-7,Feng Chen 0007,"Tsinghua University, Department of Automation, Center for Brain-Inspired Computing Research, Beijing, China"
https://dblp.org/pid/21/3839-2,Wei Jiang 0002,"German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany"
https://dblp.org/pid/21/5537,Aki Härmä,"Philips Research, Eindhoven, The Netherlands"
https://dblp.org/pid/21/6594,William W. Streilein,Massachusetts Institute of Technology
https://dblp.org/pid/210/2501,Tomás Lermanda Senoceaín,"University of the Bío-Bío, Concepción, Department of Information Systems, Chile"
https://dblp.org/pid/210/8843,Wornchanok Chaiyasoonthorn,"King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand"
https://dblp.org/pid/215/4446-2,Pingchuan Ma 0002,"Massachusetts Institute of Technology, CSAIL, Cambridge, USA"
https://dblp.org/pid/216/4610,Rafael Mellado 0001,"Pontifical Catholic University of Valparaíso, Chile"
https://dblp.org/pid/216/4706,Ali M. Haidar 0001,"Beirut Arab University, Department of Electrical and Computer Engineering, Lebanon"
https://dblp.org/pid/216/9921,Kerstin Weinberg,"Universität Siegen, Germany"
https://dblp.org/pid/218/2928,José M. Torres 0001,"University Fernando Pessoa, Porto, Portugal"
https://dblp.org/pid/22/4022,Michele Nogueira Lima,"Federal University of Parana, Curitiba, Brazil"
https://dblp.org/pid/22/5007,Michael G. Madden,"National University of Ireland, School of Computer Science, Galway, Ireland"
https://dblp.org/pid/221/5525,Fakheraldin Y. O. Abdalla,"Harbin Institute of Technology, China"
https://dblp.org/pid/225/0393,Minh Duc Thieu,"Kookmin University, Seongbuk-gu, South Korea"
https://dblp.org/pid/226/4245,M. R. Rashmi,"Amrita School of Engineering, Bengaluru, India"
https://dblp.org/pid/228/7457,Saeed Jafarzadeh-Ghoushchi,"Urmia University of Technology, Iran"
https://dblp.org/pid/23/1018,Timothy J. Norman,"University of Southampton, UK"
https://dblp.org/pid/23/1557-2,Wenwen Li 0002,"Arizona State University, School of Geographical Sciences and Urban Planning, Tempe, AZ, USA"
https://dblp.org/pid/23/1587,Mark Stefik,"PARC, Palo Alto, CA, USA"
https://dblp.org/pid/23/4530,Anthony Hunter,"University College London, UK"
https://dblp.org/pid/23/8275,Nadeem Javaid,"COMSATS University Islamabad, Department of Computer Science, Pakistan"
https://dblp.org/pid/231/1678,Raghvendra Kumar 0001,"LNCT College, Computer Science and Engineering Department, Jabalpur, Madhya Pradesh, India"
https://dblp.org/pid/231/4300,Peng-Wei Huang,"National Cheng Kung University, Tainan City, Taiwan"
https://dblp.org/pid/232/2379,Natalia Shakhovska,"Lviv Polytechnic National University, Ukraine"
https://dblp.org/pid/233/6087,Jim Owen,"Virginia Tech, Blacksburg, VA, USA"
https://dblp.org/pid/233/6557,Michael E. Fitzpatrick,"Coventry University, Research Centre for Data Science / Institute for Future Transport and Cities, UK"
https://dblp.org/pid/234/8989,Ullah Ihsan 0001,"University of New South Wales, Sydney, NSW, Australia"
https://dblp.org/pid/236/4538,M. Hanefi Calp,"Karadeniz Technical University, Trabzon, Turkey"
https://dblp.org/pid/237/4174,Camilo Cáceres,"University of Campinas, School of Mechanical Engineering, Brazil"
https://dblp.org/pid/237/4326,Dario Amaya,"Nueva Granada Military University, Faculty of Engineering, Bogotá, Colombia"
https://dblp.org/pid/237/9944,Scott H. Hawley,"Belmont University, Nashville TN USA"
https://dblp.org/pid/238/5630,Tung Lam Pham,"Kookmin University, Seongbuk-gu, South Korea"
https://dblp.org/pid/239/6416,Venkata Sitaramagiridharganesh Ganapavarapu,IBM Research
https://dblp.org/pid/24/4209,Kristin P. Bennett,"Rensselaer Polytechnic Institute, Troy, Department of Mathematical Sciences, NY, USA"
https://dblp.org/pid/24/5927,Harry Eugene Stanley,"Boston University, Department of Physics, Center for Polymer Studies, Boston, MA, USA"
https://dblp.org/pid/243/1966,Daniel S. W. Ting,"Duke-National University of Singapore (NUS) Medical School, Singapore"
https://dblp.org/pid/243/1972-1,Quang Duc Nguyen 0001,"Singapore Eye Research Institute, Singapore"
https://dblp.org/pid/245/0732,Rijul Saini,"McGill University, Montreal, Quebec, Canada"
https://dblp.org/pid/247/8460,Muhammad Firdaus Akbar,"Universiti Sains Malaysia, Penang, Malaysia"
https://dblp.org/pid/249/3933,Saeed H. Alsamhi,"Ibb University, Yemen"
https://dblp.org/pid/25/1965,Roman V. Yampolskiy,University of Louisville
https://dblp.org/pid/25/3419,Joel J. P. C. Rodrigues,"Federal University of Piauí (UFPI), Teresina - Pi, Brazil"
https://dblp.org/pid/250/3841,Kennedy Edson Souza,"Federal University of Pará, Electrical Engineering Department, Brazil"
https://dblp.org/pid/252/1059,Antoine Mercier 0004,"Radio Télévision Suisse, Geneva, Switzerland"
https://dblp.org/pid/252/4752,Filipe Andrade Bernardi,"University of São Paulo, Medical School, SP, Brazil"
https://dblp.org/pid/254/9310,Dawei (David) Zhang,"Lehigh University, Department of Management, College of Business and Economics, Bethlehem, PA, USA"
https://dblp.org/pid/26/10674-1,Ahmed Khalifa 0001,"University of Malta, Institute of Digital Games, Malta"
https://dblp.org/pid/26/4485,Fabrizio Riguzzi,"University of Ferrara, Italy"
https://dblp.org/pid/27/173-2,Muhammad Shafiq 0002,"Yeungnam University, Department of Information and Communication Engineering, Gyeongsan, South Korea"
https://dblp.org/pid/27/2027,Huiru Zheng,"Ulster University, UK"
https://dblp.org/pid/27/3041,Jorge Rady de Almeida Jr.,"University of São Paulo, Brazil"
https://dblp.org/pid/27/4508,Jeffrey Heer,"University of Washington, Seattle, WA, USA"
https://dblp.org/pid/27/5214,Ruck Thawonmas,"Ritsumeikan University, Biwako-Kusatsu, Japan"
https://dblp.org/pid/27/5514,Salvador García 0001,"University of Granada, Department of Computer Science and Artificial Intelligence, Spain"
https://dblp.org/pid/27/5853,Piotr Mirowski,"DeepMind, London, UK"
https://dblp.org/pid/27/8141-2,João Reis 0002,"Universidade Lusófona de Humanidades e Tecnologias, Lisbon, Portugal"
https://dblp.org/pid/28/10261-1,Weinan Zhang 0001,"Shanghai Jiao Tong University, John Hopcroft Center for Computer Science, China"
https://dblp.org/pid/28/1247,Marcus Liwicki,"Luleå University of Technology, Sweden"
https://dblp.org/pid/28/2862,David G. Schwartz,"Bar-Ilan University, Ramat Gan, Israel"
https://dblp.org/pid/28/6851,Rajesh Bordawekar,"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"
https://dblp.org/pid/28/979,Günther Schuh,"RWTH Aachen, Laboratory for Machine Tools and Production Engineering"
https://dblp.org/pid/283/7941,Jin Ha Lee 0002,"University of Science and Technology, Daejeon, South Korea"
https://dblp.org/pid/29/10051,Hamid Khayyam,"RMIT University, Melbourne, VIC, Australia"
https://dblp.org/pid/29/1830,Battista Biggio,"University of Cagliari, Italy"
https://dblp.org/pid/29/2345,Dominik Heider,"Philipps-University of Marburg, Germany"
https://dblp.org/pid/29/3483,Julian J. McAuley,"University of California, San Diego, Department of Computer Science and Engineering, CA, USA"
https://dblp.org/pid/29/5849-6,Quan Zhou 0006,"University of Birmingham, Department of Mechanical Engineering, UK"
https://dblp.org/pid/29/654,Carson K. Leung,"University of Manitoba, Winnipeg, Canada"
https://dblp.org/pid/29/6910,Kurt Sandkuhl,"University of Rostock, Germany"
https://dblp.org/pid/29/7562-1,Sadia Afroz 0001,"University of California Berkeley, ICSI, USA"
https://dblp.org/pid/292/4208,Sasha Luccioni,HuggingFace
https://dblp.org/pid/30/2816-1,Alberto Fernández 0001,"University of Granada, Department of Computer Science and Artificial Intelligence, Spain"
https://dblp.org/pid/30/3746,Valeriy Vyatkin,"Aalto University, Helsinki, Finland"
https://dblp.org/pid/30/6391,Mausam,Indian Institute of Technology Delhi
https://dblp.org/pid/307/2918,Sergey Morozov 0002,"Moscow Health Care Department, Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies, Russia"
https://dblp.org/pid/31/10090,Alejandra Andrea Segura Navarrete,"University of the Bío-Bío, CDepartment of Information Systemsoncepción, Chile"
https://dblp.org/pid/31/2088-1,Lu Liu 0001,"University of Leicester, School of Informatics, UK"
https://dblp.org/pid/31/3700,Alexander Schönhuth,"Centrum Wiskunde & Informatica (CWI), Amsterdam, The Netherlands"
https://dblp.org/pid/31/739,Louis-Philippe Morency,Carnegie Mellon University
https://dblp.org/pid/32/10161-1,Parth Mehta 0001,"Parmonic, USA"
https://dblp.org/pid/32/3203,Wolfgang Kellerer,"Technical University Munich, Germany"
https://dblp.org/pid/32/4426,Romeo Sanchez,"Universidad Autónoma de Nuevo León, San Nicolas de los Garza, Mexico"
https://dblp.org/pid/32/4821,Guangjie Han,"Hohai University, Department of Information and Communication Engineering, Changzhou, China"
https://dblp.org/pid/32/5050-1,Jialin Liu 0001,"Southern University of Science and Technology, Department of Computer Science and Engineering, Shenzhen, China"
https://dblp.org/pid/32/5119,Marco Vannucci,"Sant'Anna School of Advanced Studies, Pisa, Italy"
https://dblp.org/pid/32/8979,Tameem Adel,Radboud University
https://dblp.org/pid/33/3823,Burak Kantarci,"University of Ottawa, Canada"
https://dblp.org/pid/33/7455-2,Ihsan Ullah 0002,"National University of Ireland, Galway, Ireland"
https://dblp.org/pid/33/885,Yonggang Wen 0001,"Nanyang Technological University, Singapore"
https://dblp.org/pid/34/5056,Cristina Conati,"University of British Columbia, Canada"
https://dblp.org/pid/34/5594,Arindam Pal 0001,"University of New South Wales, Sydney, NSW, Australia"
https://dblp.org/pid/34/7023-2,V. Kavitha 0002,"M. Kumarasamy College of Engineering, Karur, India"
https://dblp.org/pid/34/7340-1,Nico Herbig 0001,"German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany"
https://dblp.org/pid/35/10185-1,Lingyu Zhang 0001,"Didi Chuxing AI Labs, Beijing, China"
https://dblp.org/pid/35/1190,Nick Hawes,"University of Oxford, UK"
https://dblp.org/pid/35/7092-116,Wei Wang 0116,"Beijing University of Posts and Telecommunications, State Key Laboratory of Information Photonics and Optical Communications, Beijing, China"
https://dblp.org/pid/35/7092-287,Wei Wang 0287,"University of Hong Kong, Faculty of Law, Hong Kong"
https://dblp.org/pid/35/9376,Dashun Wang,"Northwestern University, Evanston, IL, USA"
https://dblp.org/pid/36/1270,Sergio Consoli,"European Commission, Joint Research Centre (DG JRC), Brussels, Belgium"
https://dblp.org/pid/36/4847,Victor C. M. Leung,"Shenzhen University, Shenzhen, China"
https://dblp.org/pid/36/5543,Steve DiPaola,"Simon Fraser University, Surrey, Canada"
https://dblp.org/pid/36/5681,Luís A. Alexandre,"Universidade da Beira Interior, Portugal"
https://dblp.org/pid/36/5928,Beata J. Grzyb,"University College London, UK"
https://dblp.org/pid/36/6320,Shimin Shan,"Dalian University of Technology, Liaoning, China"
https://dblp.org/pid/36/633,Roozbeh Mottaghi,"AI2, Allen Institute for Artificial Intelligence, Seattle, USA"
https://dblp.org/pid/36/7291,J. J. Po-An Hsieh,Georgia State University
https://dblp.org/pid/37/3102-4,Chen Lin 0004,"National Central University, Department of Biomedical Sciences and Engineering, Taoyuan, Taiwan"
